StaringActorId,ActorAgeGapId,WriterId,GenreId,Success
12599,3,322906,3,0
12378,3,303243,10,0
17416,2,14880,15,0
11795,3,542963,3,0
12705,3,13378,15,1
257728,5,584934,3,0
653264,3,653264,10,0
797792,6,713656,1,0
148692,2,290402,17,0
12705,4,763031,17,1
2676423,6,493671,10,1
12669,3,720493,1,0
12718,3,19211,15,0
1549370,5,266244,3,0
13164,4,13907,1,1
11661,4,244055,11,1
113022,5,766203,15,0
12577,2,2601944,14,1
1753222,5,1497337,10,0
68375,5,369150,15,1
12407,1,12279,15,0
12592,3,20390,1,0
12709,2,256063,15,0
2623875,6,1427272,1,1
12838,3,3406264,15,1
11941,5,116049,3,0
1621441,5,2073088,1,0
691617,5,691617,15,0
1663711,6,2640279,15,0
12601,4,1011731,17,1
16911,3,582023,15,1
13165,4,12714,15,0
12751,3,1114934,17,1
669648,5,359849,1,0
12817,3,2108276,1,0
12706,2,1765066,15,0
358028,4,1395462,14,0
13016,2,141674,15,0
16792,4,1549719,3,0
17598,3,12558,3,1
109523,3,263426,1,1
12709,2,902228,15,0
1231315,4,434219,1,0
867067,5,322906,15,0
410842,3,86187,17,1
1279830,5,416832,13,0
78631,3,922604,15,1
13329,3,515008,3,0
416932,3,66422,15,0
666394,4,503794,15,1
12758,4,894981,15,0
13329,3,20096,3,0
12621,2,3243072,15,1
12601,4,618669,15,1
11795,3,11795,3,0
327791,4,413689,15,1
12378,3,202308,10,0
148692,3,437218,3,0
1459628,5,1567594,3,0
12602,4,2080324,3,0
257728,5,779305,17,1
1782241,5,2906048,1,1
12700,2,362706,15,0
2298010,5,2380514,18,0
12885,1,1262456,1,0
1793444,4,92897,2,1
12654,4,345514,1,0
2958266,6,479646,1,1
11941,4,2934015,3,0
268261,4,416832,18,0
12751,4,77073,17,0
706991,4,353386,3,0
12792,2,599378,15,0
257728,5,1050679,10,1
17248,1,868780,10,1
358028,4,615282,15,0
17413,3,1662886,1,1
445837,3,359459,3,1
13061,2,561103,15,0
12776,1,443584,15,0
12706,2,11942,15,0
1558000,5,1466631,1,1
285961,4,515008,3,1
324317,5,157273,1,1
17494,3,18863,15,0
309746,3,12586,1,0
384849,5,1355618,14,1
13083,2,1703187,1,1
493908,5,13063,18,0
17494,3,12571,15,0
12601,4,427861,8,1
1286394,5,2059867,3,0
623520,3,1244308,14,1
644503,3,1854542,18,0
17387,4,85949,15,0
12567,2,426267,1,1
12653,3,702121,14,1
12594,3,12849,15,0
12599,3,493671,10,0
12586,3,1343610,1,1
688641,3,24619,15,0
60374,4,364433,14,1
118025,4,900578,14,1
11795,3,49380,3,0
669648,5,441776,10,1
12597,1,1702894,3,0
12605,1,1017866,1,1
1665481,4,3076026,15,0
12599,3,20922,15,0
270910,4,691617,3,0
12709,2,386567,15,0
1296363,6,918059,15,1
785932,4,766203,15,0
158251,5,638125,15,0
1561707,4,890799,3,0
797792,6,713656,10,0
12580,4,882531,18,0
659025,4,208294,3,1
416932,3,2939864,15,0
358028,3,650150,15,0
527448,4,960189,15,1
12706,2,1561825,15,0
3738011,5,1923772,13,0
538637,3,1884037,15,0
1286394,5,49624,15,0
358028,4,619752,1,1
12378,3,2974478,15,0
12599,3,244474,15,0
12838,3,1670005,15,0
12556,3,13406,17,1
12599,3,1427316,15,0
1393517,4,3100672,15,1
12693,1,2084376,15,0
358028,4,143268,14,1
653264,3,653264,15,0
17598,3,17161,10,0
506139,4,163416,10,0
11777,3,73618,15,0
266616,4,624090,3,1
188089,4,210531,8,1
420558,4,760624,15,0
12633,4,44405,15,0
889426,3,2786169,15,1
1832376,5,780846,10,0
12838,3,821039,15,0
2310390,6,479646,1,0
12592,3,305010,15,1
13604,3,13604,3,0
12838,3,174832,10,0
12594,3,371231,3,0
1832376,5,52725,15,0
12654,4,718151,3,0
1356604,4,558726,15,0
13082,3,1507259,14,1
800198,2,684951,1,1
99526,3,15950,15,0
12817,3,1260024,4,0
13604,3,559048,15,0
12689,3,55585,15,0
268626,4,900578,15,0
12817,3,116049,3,0
1350305,4,471877,15,0
2163950,5,14188,10,0
358028,4,18760,15,1
410842,3,3324558,14,1
12669,3,582023,15,0
12679,1,427861,15,0
12661,2,2193613,1,0
12601,4,511525,1,1
851823,4,864110,15,0
12751,4,618724,15,1
375205,5,483588,10,0
1761935,6,193890,1,0
2163950,5,3100672,1,0
12599,2,3244347,17,0
88291,4,3102664,3,1
2592937,5,3917688,15,0
774223,5,1443675,18,1
13016,2,12571,15,0
6114219,5,6217490,17,1
456895,5,461911,15,0
2163950,6,336950,1,0
13016,2,117808,15,0
12776,1,11658,10,1
1660523,5,3338247,1,0
2008256,5,2914416,15,0
12610,3,753626,17,1
203562,2,3129250,1,1
327791,5,1727728,3,1
148692,3,1241734,10,0
569387,4,599655,18,0
270910,4,402911,15,1
12693,1,1823729,15,0
13039,2,3235045,15,0
148692,3,644870,11,1
797792,5,713656,10,0
797792,6,713656,10,0
12449,2,807493,17,0
562297,5,111946,3,0
456074,5,399470,1,0
12838,3,1917877,15,1
1663711,6,613719,15,0
2989487,4,722787,1,1
410842,3,1984730,10,1
611973,4,3100672,10,0
17494,3,3807973,15,0
12808,1,720252,10,1
1459628,5,794631,1,1
12576,3,191171,1,1
885211,4,355163,18,1
12591,3,337900,15,1
17387,4,2225303,1,0
1773931,5,324948,15,0
456946,4,187432,3,1
416932,3,85714,15,0
1393517,4,312220,14,1
1504893,4,1504893,3,0
12592,2,2307717,15,0
482215,4,3012888,1,1
1296363,5,18761,14,0
675142,4,1366389,1,0
12601,4,99471,17,0
1621441,4,865595,15,0
270910,4,424149,10,0
2956668,5,1467607,15,0
12592,2,20390,15,1
497677,4,460599,3,1
17146,5,2161723,3,0
2465235,6,663851,1,1
1665481,4,622618,15,1
12689,3,934810,15,0
12667,5,2158857,3,0
16911,3,839744,15,0
188089,4,535878,3,0
16815,4,495718,15,0
688641,3,2518703,15,0
410842,3,88263,15,0
17387,4,1050679,15,1
257728,5,727337,10,0
548190,4,1539494,3,1
20138,4,386567,15,0
420558,5,4032283,1,0
602573,1,487151,3,1
1933319,4,222762,15,1
12913,3,13222,1,0
18720,5,380723,1,0
11795,3,1744225,3,0
673545,6,2347955,15,1
898888,4,277104,15,0
187404,3,13406,14,1
3468759,5,340863,1,0
148692,3,1702894,3,1
84029,5,438220,1,1
416932,3,1050679,15,0
14067,5,3488357,3,1
12005,4,898462,15,0
375205,5,3687095,3,0
885211,4,1358770,18,0
12563,2,212373,15,0
3244519,5,238976,3,0
17529,5,613719,15,0
12705,3,497248,3,0
158251,4,17399,15,1
65124,3,65124,3,0
70506,4,195946,15,1
898888,4,2683597,15,0
873249,3,1235914,1,1
1293824,6,16374,8,0
1296363,5,866939,15,0
496921,5,320336,1,0
247957,4,370914,3,1
495357,6,156935,1,1
4018422,5,886453,1,0
12601,3,1988236,15,1
254181,3,2113319,15,0
17416,2,88846,10,0
257728,5,18865,14,1
12705,3,3324558,15,0
12842,5,13418,1,0
12751,4,188029,15,0
12817,3,92897,15,0
12621,2,692610,17,1
2907461,5,669915,15,0
270910,4,11569,10,1
327791,4,447720,15,0
12679,1,3610724,15,0
170311,2,1485800,15,1
644822,4,1247240,15,0
2343106,5,447985,3,1
187404,3,493671,15,0
1663711,5,384318,1,1
12592,2,20390,15,1
12689,3,254894,3,0
12602,3,2626402,3,0
12623,3,12963,1,1
12599,2,1596182,1,0
2029120,5,2108276,14,0
12376,1,1487692,15,1
727417,3,1907756,14,1
3254496,5,2235624,15,1
2008256,5,2414355,3,0
803281,4,1616504,3,0
1262061,4,2613317,1,0
148692,2,265653,3,1
1903530,4,538426,17,1
12611,1,18757,15,0
797792,5,2529890,15,0
4261990,6,44681,10,1
11918,3,222762,15,1
706991,3,49380,3,0
12556,3,234304,14,0
12693,1,880425,15,0
797792,5,713656,10,0
167256,2,600646,17,1
4293798,5,649675,15,1
148692,2,644870,10,1
12612,3,676103,3,0
691617,4,3683457,10,0
2827669,5,468045,1,0
267611,4,108965,15,0
410842,3,610493,1,1
13067,3,577767,10,1
12599,2,588005,15,0
3641210,5,3738620,15,0
1705859,4,1803111,1,1
13604,3,364961,3,0
2021732,5,4150998,1,1
13119,2,436511,1,1
11633,3,618724,15,1
901830,5,2529890,15,0
322654,4,384589,10,1
267611,4,1497337,15,1
2989487,5,969496,1,1
16974,3,12696,1,1
351402,4,55585,15,1
12633,4,44405,15,0
12691,2,249386,1,1
12611,1,263170,1,1
12705,3,2099760,15,0
2282804,5,2172961,3,0
2058216,4,470242,15,0
12838,3,1017866,14,1
17494,3,555918,15,0
16911,3,582023,15,0
12706,2,312218,1,1
11536,3,24617,14,0
1621441,4,1860766,3,0
12623,3,227994,18,0
527448,4,22928,14,0
2253840,4,314770,3,0
268626,4,1848661,3,0
12595,4,302960,14,1
351402,4,1355618,1,1
12222,4,17106,1,1
12751,4,2597739,14,1
2039754,5,11658,17,0
1682805,6,1863964,15,0
324317,4,157273,14,1
11740,1,1663788,10,1
12709,2,386567,15,0
1793444,3,92897,15,0
1718482,3,3317806,15,1
223910,4,2158857,3,1
1946566,3,1574989,14,1
12653,3,2232497,1,1
1383840,4,2279840,10,0
1262061,4,779305,17,0
691617,4,1337575,3,0
1832376,4,169076,3,0
666394,4,339990,15,1
1705859,4,593321,18,0
13329,3,535878,10,0
13016,1,1764123,15,0
253479,4,697348,17,1
12817,3,82287,15,0
1400540,4,11658,1,1
1393517,4,2493637,17,1
480417,4,120257,1,1
1262061,4,2173483,15,0
885211,4,1358770,18,0
327791,4,327791,3,0
11854,3,13418,1,0
1761935,6,175185,1,0
188089,4,652257,10,0
2163950,5,75202,15,1
2163950,5,187557,15,0
2163950,5,187557,15,0
12591,3,16753,15,0
17387,3,4278121,15,0
12586,2,479081,15,0
384849,4,1828039,15,0
122810,4,582391,15,1
12705,3,1497337,15,0
456074,5,141851,3,1
1350305,5,1405093,15,0
419338,5,139443,3,0
13144,3,13144,3,0
2827669,4,154988,15,0
207605,4,301599,14,1
3738010,6,1429552,15,1
13329,3,2001359,3,0
12586,2,12586,3,0
188089,4,340747,15,1
419338,5,480569,10,0
12623,3,216144,18,0
11795,3,893931,3,0
1974979,4,1484943,15,1
1851538,5,202934,3,1
2456236,5,1276046,18,0
12838,3,890799,15,1
12623,3,1468403,1,1
12597,1,12571,3,0
12706,1,12504,15,0
12576,3,1884037,15,0
12697,3,414100,15,0
12583,2,2001359,10,0
659025,3,221813,10,1
1412853,5,17138,3,0
12661,2,88263,15,1
573822,3,2196156,1,1
12705,3,461911,15,0
2058216,4,747200,17,1
11795,3,369242,15,0
416932,3,203110,15,0
13131,2,530188,17,1
12718,3,3936160,15,1
17248,1,868780,10,1
1262061,4,623984,18,0
351402,4,728825,8,0
212883,3,418497,1,0
421297,5,530188,1,0
12693,1,12693,15,0
11553,3,12558,1,1
1621441,4,850257,15,0
445837,3,359459,3,1
12592,2,447720,15,0
13144,3,4293655,14,1
1439339,4,713656,15,1
12597,1,563261,3,0
46733,4,780406,1,1
595622,4,1328584,14,1
13016,1,12571,15,0
2163950,5,724048,1,0
119113,2,4800102,3,1
5149193,5,12014,15,1
3949446,5,324018,15,1
3254496,4,2235624,15,1
99526,3,15950,15,0
12718,3,4836280,14,1
11726,2,18512,10,1
12609,2,907897,10,1
2308873,5,420184,1,1
416932,3,559453,15,0
12576,2,505937,15,0
1621441,4,52725,15,0
68452,4,1664963,10,1
118025,3,4709152,15,0
13165,4,384318,10,0
774224,4,370097,15,1
12838,2,1497337,15,1
1903530,4,1494930,14,1
13863,1,1923772,14,0
13329,3,245229,1,0
12817,3,314792,15,0
404954,4,886453,15,1
1528808,4,3114728,15,1
327791,4,1771085,17,1
2458829,5,435989,15,0
324317,4,3189904,3,1
12591,2,11552,15,1
735551,2,88263,15,1
12631,1,12696,14,1
268626,4,480191,3,0
12653,3,1328002,11,0
2669178,5,85949,15,1
257728,4,18865,15,0
13115,2,90909,14,1
582236,4,663851,1,1
12705,3,497248,3,0
1665481,4,653264,15,0
1516781,5,932236,1,1
3486169,5,4253680,1,1
358028,4,1328584,1,0
13329,3,937845,15,0
50907,4,82287,17,1
135052,3,644870,10,0
12556,2,55585,15,1
167446,3,610493,15,0
871750,5,156935,12,0
5149193,5,413689,15,0
11456,3,2203639,1,1
2092308,5,815231,1,0
497248,3,497248,3,0
2181063,5,4380535,15,1
13604,3,982150,3,0
12937,1,319737,3,1
3244519,5,5184565,3,1
1665481,4,767418,15,1
2008256,5,3189904,1,1
901830,5,2414355,1,1
270910,4,946699,3,0
12667,4,285073,10,0
12610,2,918059,15,1
13134,2,2260567,14,1
16911,3,582023,15,0
338824,3,216144,15,0
12718,3,19211,15,0
1663698,4,538426,17,1
336709,2,1421922,3,1
612718,2,2199111,14,1
5548453,6,1285165,10,1
12621,2,1619620,15,0
268261,3,355163,18,1
421581,5,3317806,1,1
538637,3,82841,15,0
2248519,4,2248519,3,0
473163,5,1630993,1,1
1663698,4,715921,10,1
419338,5,139443,3,0
1703793,4,1539494,10,1
351402,4,322408,14,1
420558,5,12571,15,0
2163950,5,1427316,15,0
265578,3,265578,10,1
647975,4,2669700,1,1
901830,5,3838655,15,0
12669,3,4219033,15,1
322654,4,382299,10,1
327791,4,13172,10,1
410842,3,1273442,15,1
12657,2,308200,1,1
1394671,4,1333445,15,1
1912896,4,2519487,18,0
12705,3,1604291,15,0
527448,4,1487692,15,0
12592,2,880425,15,0
1464683,4,767418,15,1
12573,2,323278,14,0
1473280,4,1473280,3,1
267611,4,1497337,15,1
1350305,4,3055260,15,1
6983568,6,1329164,10,1
2219984,5,1542034,18,0
12621,2,433502,17,1
118025,3,4709152,15,0
12556,2,1328584,15,0
12817,3,1374598,10,1
12621,2,4015992,1,1
1288114,4,322408,15,0
2413216,5,6088646,17,1
5561900,6,3191549,18,0
12592,2,792200,15,0
12161,2,710424,3,1
358028,4,11942,17,0
17302,1,72554,15,1
1464683,4,884678,14,0
13192,3,509705,1,1
3641210,5,2445402,15,0
496921,5,1274054,1,0
241353,4,6543316,14,1
16752,3,322906,15,1
211311,3,533865,15,1
211311,3,533865,15,1
4823084,5,892396,15,1
666394,4,339990,15,1
12689,3,468045,15,0
2163950,5,16753,1,0
11456,3,1249146,14,1
12661,2,538426,17,1
5326847,6,1935679,1,1
16911,3,831119,15,0
5202821,5,918059,15,0
12669,2,4219033,15,1
1400540,4,799964,1,0
527448,4,751620,18,1
932607,3,1651698,1,1
12994,2,1848661,3,1
2330770,5,1605770,18,1
445837,2,5918759,15,1
706991,3,559453,15,0
12576,2,14188,15,0
372706,3,2339320,17,1
666394,4,2172961,15,0
12592,2,20390,15,1
1663711,5,2051767,3,1
3027130,5,699604,17,1
1113096,3,815231,10,1
2172724,5,767418,14,1
351402,4,1050679,18,0
17387,3,1050679,15,1
2698716,4,649530,14,1
1310437,5,1558088,11,1
2299578,5,1401077,15,1
1418420,3,1374146,15,1
2369462,4,390291,1,1
1464683,4,1616292,1,1
11661,3,4024587,1,1
